YearID	gridcode	Shape_Leng	Shape_Area	year
2001_1274	2	9424.96	4294826.81	2001
2001_1275	2	10418.06	3386201.57	2001
2001_1276	2	7409.84	2251874.17	2001
2001_1277	2	14137.17	6103132.53	2001
2001_1278	2	13215.52	6763094.59	2001
2001_1279	2	25862.53	13677919.45	2001
2001_1280	2	12233.44	4521185.66	2001
2001_1281	2	88120.46	65426999.79	2001
2001_1282	2	8511.69	2255686.74	2001
2001_1283	2	39032.72	18487071.94	2001
2001_1284	2	8459.03	2278773.12	2001
2001_1285	2	7512.03	2255603.37	2001
2001_1286	2	7524.4	2715488.54	2001
2001_1287	2	13328.52	4520193.58	2001
2001_1288	2	10452.23	3635588.27	2001
2001_1289	2	14389.68	6610764.19	2001
2001_1290	2	35174.31	20564001.56	2001
2001_1291	2	14368.53	4545651.35	2001
2001_1292	2	7516.06	2483875.76	2001
2001_1293	2	21713.56	12496798.33	2001
2001_1294	2	8421.35	2484975.41	2001
2001_1295	2	93031.37	61145987	2001
2001_1296	2	13278.04	5917047.83	2001
2001_1297	2	47639.48	25926053.84	2001
2001_1298	2	6510.34	2254496.3	2001
2001_1299	2	10265.23	2275011.79	2001
2001_1300	2	6636.54	2274154.15	2001
2001_1301	2	7607.18	2254575.85	2001
2001_1302	2	19007.98	6756700.71	2001
2001_1303	2	56539.94	43060820.67	2001
2001_1304	2	30304.05	18454462.41	2001
2001_1305	2	8621.88	2488866.5	2001
2001_1306	2	133592.43	97111891.35	2001
2001_1307	2	16009.8	4279065.66	2001
2001_1308	2	48661.4	23883363.64	2001
2001_1309	2	86868.94	45513190.2	2001
2001_1310	2	11405.26	4504674.56	2001
2001_1311	2	9629.45	3624621.68	2001
2001_1312	2	18910.14	6756326.42	2001
2001_1313	2	9433.23	3624005.74	2001
2001_1314	2	11403.24	4728238.41	2001
2001_1315	2	10447.8	3178641.56	2001
2001_1316	2	58739.17	57340334.02	2001
2001_1317	2	8419.53	2710970.23	2001
2001_1318	2	16107.66	6531268	2001
2001_1319	2	8502.88	3602153.69	2001
2001_1320	2	8602.14	3377629.54	2001
2001_1321	2	34093.85	12820405.1	2001
2001_1322	2	19823.27	7441352.82	2001
2001_1323	2	30122.07	17346563.46	2001
2001_1324	2	13509.38	3607073.74	2001
2001_1325	2	16115.48	6086590.98	2001
2001_1326	2	42314.66	19358747.23	2001
2001_1327	2	7494.02	2470466.4	2001
2001_1328	2	18014.41	7211633.54	2001
2001_1329	2	9407.14	2252833.08	2001
2001_1330	2	17996.07	7196756.67	2001
2001_1331	2	30354.79	12193737.48	2001
2001_1332	2	14162.29	4538744	2001
2001_1333	2	10342.14	3401598.9	2001
2001_1334	2	12318	4061736.63	2001
2001_1335	2	17801.73	7650797.1	2001
2001_1336	2	168635.18	108494777.2	2001
2001_1337	2	10242.2	2947750.81	2001
2001_1338	2	105161.44	67578102.47	2001
2001_1339	2	15005.96	4728340.3	2001
2001_1340	2	11498.09	3599028	2001
2001_1341	2	8594.32	2471760.72	2001
2001_1342	2	148013.87	66966605.55	2001
2001_1343	2	68207.21	48387549.03	2001
2001_1344	2	21668.76	6730853.75	2001
2001_1345	2	9399.57	3599674.62	2001
2001_1346	2	25507.76	10131267.13	2001
2001_1347	2	14987.34	4717166.52	2001
2001_1348	2	360170.91	281399212.9	2001
2001_1349	2	11099.55	4275136.33	2001
2001_1350	2	38706.08	15079370.95	2001
2001_1351	2	12189.61	4717477.77	2001
2001_1352	2	29284.41	17756258.78	2001
2001_1353	2	41375.47	22698644.78	2001
2001_1354	2	9398.99	2474580.1	2001
2001_1355	2	17185.02	4491735.31	2001
2001_1356	2	10202.78	2702173.36	2001
2001_1357	2	27074.35	10781596.29	2001
2001_1358	2	12138.44	3169810.23	2001
2001_1359	2	12397.97	4273203.6	2001
2001_1360	2	15148.38	4302437.95	2001
2001_1361	2	7693.09	2694473.85	2001
2001_1362	2	14184.16	3592086.41	2001
2001_1363	2	125147.17	59706736.67	2001
2001_1364	2	35945.79	15029246.06	2001
2001_1365	2	14294.2	6518676.31	2001
2001_1366	2	25571.31	15265683.27	2001
2001_1367	2	12283.54	3366031.28	2001
2001_1368	2	8486.16	3364385.94	2001
2001_1369	2	7594.66	2471317.36	2001
2001_1370	2	13162.21	5678876.88	2001
2001_1371	2	179616.58	112618715.2	2001
2001_1372	2	11488.57	2917987.18	2001
2001_1373	2	18178.34	8077743.96	2001
2001_1374	2	58715.95	25575674.83	2001
2001_1375	2	23657.26	6052976.25	2001
2001_1376	2	40646.99	19973550.84	2001
2001_1377	2	8490.63	2694471.07	2001
2001_1378	2	27699.13	18669656.8	2001
2001_1379	2	59150.2	33701717.95	2001
2001_1380	2	37626.97	23089960.81	2001
2001_1381	2	12591.19	5387714.47	2001
2001_1382	2	11187.14	3144845.49	2001
2001_1383	2	10276.22	3137154.98	2001
2001_1384	2	11485.75	3813569.49	2001
2001_1385	2	16084.26	6736905.72	2001
2001_1386	2	13180.07	3589958.86	2001
2001_1387	2	24589.67	16774096.03	2001
2001_1388	2	100069.38	50275686	2001
2001_1389	2	8378.67	2912525.05	2001
2001_1390	2	21465.9	10646008.32	2001
2001_1391	2	12069.73	3137928.06	2001
2001_1392	2	8423.68	3169738.23	2001
2001_1393	2	14281.62	4486744.84	2001
2001_1394	2	184926.36	106352444.3	2001
2001_1395	2	22971.86	8747266.66	2001
2001_1396	2	25331.38	9851021.43	2001
2001_1397	2	11171.21	3361095.37	2001
2001_1398	2	11382.94	4261433.19	2001
2001_1399	2	8391.98	3147099.3	2001
2001_1400	2	26526.57	14765026.43	2001
2001_1401	2	9278.59	3139886.3	2001
2001_1402	2	18733.12	8718059.86	2001
2001_1403	2	54189.94	34089979.85	2001
2001_1404	2	10416.83	3837916.8	2001
2001_1405	2	11171.03	2689294.89	2001
2001_1406	2	18836.04	5811674.39	2001
2001_1407	2	18626.51	8269213.33	2001
2001_1408	2	14118.46	4062803.62	2001
2001_1409	2	15942.02	6034479.92	2001
2001_1410	2	1898563.25	2381187469	2001
2001_1411	2	14964.5	6499799.49	2001
2001_1412	2	8582.73	3135011.87	2001
2001_1413	2	7680.44	2458790.25	2001
2001_1414	2	8498.62	2474835.59	2001
2001_1415	2	11229.39	3396201.31	2001
2001_1416	2	7603.4	3377220.25	2001
2001_1417	2	11205.93	4961043.95	2001
2001_1418	2	119462.47	78058459.49	2001
2001_1419	2	11401.95	3375291.62	2001
2001_1420	2	33797.87	15665017.97	2001
2001_1421	2	8374.61	2687940.84	2001
2001_1422	2	18859.98	15633696.29	2001
2001_1423	2	8263.81	2461109.42	2001
2001_1424	2	14262.84	4920714.63	2001
2001_1425	2	11253.94	3573366.78	2001
2001_1426	2	8486.52	3365474.53	2001
2001_1427	2	21718.37	13174471.11	2001
2001_1428	2	9466.22	3796490.41	2001
2001_1429	2	9357.9	3348281.16	2001
2001_1430	2	12598.84	3589408.76	2001
2001_1431	2	1266998.45	1291894295	2001
2001_1432	2	19030.68	6692948.11	2001
2001_1433	2	6568.71	2676478.71	2001
2001_1434	2	10280.31	3367975.02	2001
2001_1435	2	11195.72	3154081.62	2001
2001_1436	2	9243.82	3121484.49	2001
2001_1437	2	9247.12	2454601.91	2001
2001_1438	2	12461.32	4461110.57	2001
2001_1439	2	15028.52	6244559.68	2001
2001_1440	2	16870.4	5164132.44	2001
2001_1441	2	20808.64	7133428.1	2001
2001_1442	2	19810.65	8918583.91	2001
2001_1443	2	9348.61	3342910.38	2001
2001_1444	2	17814.51	6692551.46	2001
2001_1445	2	11347.28	3119219.27	2001
2001_1446	2	23679.11	15130490.13	2001
2001_1447	2	31691.03	15796192.43	2001
2001_1448	2	8580.43	2907008.69	2001
2001_1449	2	16934.23	5807791.85	2001
2001_1450	2	40349.62	31799500.83	2001
2001_1451	2	32737.11	19090316.93	2001
2001_1452	2	11560.77	2670122.25	2001
2001_1453	2	29392.33	16289472.02	2001
2001_1454	2	14238.65	5791956.18	2001
2001_1455	2	9459.23	3343942.15	2001
2001_1456	2	11448.87	3781401.63	2001
2001_1457	2	656183.62	758377492.8	2001
2001_1458	2	7352.06	2455676.62	2001
2001_1459	2	18086.02	6731947.01	2001
2001_1460	2	12245.36	2899782.37	2001
2001_1461	2	29235.55	18239272.19	2001
2001_1462	2	16919.08	4460171.69	2001
2001_1463	2	11456.24	3118003.63	2001
2001_1464	2	29337.18	10002513.84	2001
2001_1465	2	20780.44	6668539.94	2001
2001_1466	2	25801.71	11578503.54	2001
2001_1467	2	19666.17	11999557.11	2001
2001_1468	2	16996.77	6886278.72	2001
2001_1469	2	24552.4	11330276.77	2001
2001_1470	2	38448.63	17114739.79	2001
2001_1471	2	9443.21	2888057.82	2001
2001_1472	2	62272.5	30269836.11	2001
2001_1473	2	21792.12	6675285.1	2001
2001_1474	2	84114.82	40672577.36	2001
2001_1475	2	11452.49	3115082.34	2001
2001_1476	2	8216.92	2442849.87	2001
2001_1477	2	7454.97	2452016.23	2001
2001_1478	2	16236.36	5785968.08	2001
2001_1479	2	22805.93	12695170	2001
2001_1480	2	6559.21	2447556.14	2001
2001_1481	2	18124.89	6896646.29	2001
2001_1482	2	7447.22	2892258.49	2001
2001_1483	2	43260440.81	64116844816	2001
2001_1484	2	15011.94	5342672.72	2001
2001_1485	2	11334.41	3333350.88	2001
2001_1486	2	372205.94	374182596	2001
2001_1487	2	7441.51	2666778.6	2001
2001_1488	3	13357.51	3678589.35	2001
2001_1489	3	8668.96	3668319.88	2001
2001_1490	3	13429.71	5740021.35	2001
2001_1491	3	26767.26	19963790.17	2001
2001_1492	3	22098.67	12390511.29	2001
2001_1493	3	38372.18	25029142.55	2001
2001_1494	3	35534.22	12856047.93	2001
2001_1495	3	31522.32	13542025.85	2001
2001_1496	3	14162.01	5500915.22	2001
2001_1497	3	10497.92	4582218.52	2001
2001_1498	3	17166.47	6876413.26	2001
2001_1499	3	17248.36	8247095.72	2001
2001_1500	3	15326.14	5722794.23	2001
2001_1501	3	9671.02	3895388.57	2001
2001_1502	3	9543.55	3181045.69	2001
2001_1503	3	11411.43	4352665.27	2001
2001_1504	3	8668.85	2978242.01	2001
2001_1505	3	10579.48	2746016.05	2001
2001_1506	3	11186.98	2954663.83	2001
2001_1507	3	22081.97	13053782.49	2001
2001_1508	3	10532.45	3854585.06	2001
2001_1509	3	29841.72	13287432.9	2001
2001_1510	3	32564.96	13272182.19	2001
2001_1511	3	20071.17	11444415.16	2001
2001_1512	3	24011.23	16275784.41	2001
2001_1513	3	25920.54	16265246.68	2001
2001_1514	3	16055.06	7780317.49	2001
2001_1515	3	8668.25	3433989.52	2001
2001_1516	3	40138.24	22197968.56	2001
2001_1517	3	105382.77	71649749.14	2001
2001_1518	3	77096.06	48077258.8	2001
2001_1519	3	10443.77	4082896.74	2001
2001_1520	3	10574.38	2741529.67	2001
2001_1521	3	16322.01	9600985.81	2001
2001_1522	3	20251.65	13954082.87	2001
2001_1523	3	5747.15	1601768.62	2001
2001_1524	3	12120.26	5488369.2	2001
2001_1525	3	19148.33	9373228.64	2001
2001_1526	3	19955.88	11648514.07	2001
2001_1527	3	11510.17	4062122.87	2001
2001_1528	3	8526.3	2942156.41	2001
2001_1529	3	9513.69	2708357.73	2001
2001_1530	3	12317	5414420.41	2001
2001_1531	3	14221.73	4739615.4	2001
2001_1532	3	8405.29	2931152.35	2001
2001_1533	3	16275.42	4482651.26	2001
2001_1534	3	19342.73	7173409.86	2001
2001_1535	3	8521.18	2487939.67	2001
2001_1536	3	12944.01	3353796.1	2001
2001_1537	3	11262.82	2907814.36	2001
2001_1538	3	15149.86	4245459.72	2001
2001_1539	3	10359.35	2456391.56	2001
2001_1540	3	13017.43	2894856.75	2001
2001_1541	3	9455.03	3564024.73	2001
2001_1542	3	11360.98	3573325.48	2001
2001_1543	3	15009.54	4449683.56	2001
2001_1544	3	10344.72	3117812.98	2001
2001_1545	5	6682.63	2301421.08	2001
2001_1546	5	12442.55	4831711.93	2001
2001_1547	5	15284.86	9204775.73	2001
2001_1548	5	17200.3	8279761.26	2001
2001_1549	5	21941.21	8265947.23	2001
2001_1550	5	10509.53	2525015.98	2001
2001_1551	5	10589.84	3443074.67	2001
2001_1552	5	12505.8	3441899.33	2001
2001_1553	5	351684.48	396696028.9	2001
2001_1554	5	16273.69	8733255.34	2001
2001_1555	5	10513.33	4594212.58	2001
2001_1556	5	8598.38	3448828.72	2001
2001_1557	5	10505.99	2982152.09	2001
2001_1558	5	13351.64	5513507.16	2001
2001_1559	5	66102.64	66042726.5	2001
2001_1560	5	14253.52	5042957.46	2001
2001_1561	5	8675.82	2526821.01	2001
2001_1562	5	144587.86	179919688.6	2001
2001_1563	5	10582.97	2979202.56	2001
2001_1564	5	8499.56	2291108.31	2001
2001_1565	5	25487.59	17171599.81	2001
2001_1566	5	10510.88	2985372.26	2001
2001_1567	5	11501.46	3209116.28	2001
2001_1568	5	10509.45	2525394.44	2001
2001_1569	5	8582.75	2749721.89	2001
2001_1570	5	24833.72	7562877.63	2001
2001_1571	5	10507.42	2983434.68	2001
2001_1572	5	19181.85	8262901.87	2001
2001_1573	5	13336.12	5502610.42	2001
2001_1574	5	8665.78	2520021.97	2001
2001_1575	5	868389.54	1225362866	2001
2001_1576	5	24665.5	9167277	2001
2001_1577	5	17166.96	5958837.17	2001
2001_1578	5	10491.66	2516930.73	2001
2001_1579	5	10580.25	2289934.64	2001
2001_1580	5	11582.65	3665243.7	2001
2001_1581	5	16264.26	6657649.59	2001
2001_1582	5	19097.06	10557696.53	2001
2001_1583	5	14232.09	4344426.14	2001
2001_1584	5	19012.09	15377539.74	2001
2001_1585	5	20145.06	6401741.49	2001
2001_1586	5	45979.52	24497333.63	2001
2001_1587	5	8477.61	2737673.13	2001
2001_1588	5	12416.41	5958744.66	2001
2001_1589	5	19863.36	7070428.21	2001
2001_1590	5	12323	2975881.33	2001
2001_1591	5	11499.24	3436546.59	2001
2001_1592	5	10492.25	2746368	2001
2001_1593	5	11498.95	4811018.57	2001
2001_1594	5	7664.43	2518985.16	2001
2001_1595	5	16325.47	6179307.79	2001
2001_1596	5	9576.75	3203417.17	2001
2001_1597	5	11320.08	5035344.21	2001
2001_1598	5	350246.14	549659993.3	2001
2001_1599	5	19053.23	6626380.82	2001
2001_1600	5	9307.56	2741192.21	2001
2001_1601	5	29569.38	10991769.5	2001
2001_1602	5	49531.82	33626553.7	2001
2001_1603	5	20908.7	7952962.25	2001
2001_1604	5	13403.69	3430206.84	2001
2001_1605	5	15180.26	6815113.14	2001
2001_1606	5	60688.76	36619990.7	2001
2001_1607	5	9757.68	2749163.93	2001
2001_1608	5	8544.5	2498931.01	2001
2001_1609	5	8575.31	2288064.14	2001
2001_1610	5	11543.53	4547004.37	2001
2001_1611	5	9575.66	2973760.44	2001
2001_1612	5	10495.73	3664514.37	2001
2001_1613	5	11370.48	3866994.25	2001
2001_1614	5	25071.98	7548436.53	2001
2001_1615	5	7749.44	2288025.25	2001
2001_1616	5	10498.37	3208147	2001
2001_1617	5	10304.73	2512540.29	2001
2001_1618	5	11353.59	3175389.55	2001
2001_1619	5	7560.81	2964932.06	2001
2001_1620	5	9448.22	3176547.48	2001
2001_1621	5	11476.17	2509670.73	2001
2001_1622	5	15313.26	4570168.25	2001
2001_1623	5	8651.66	2509846.58	2001
2001_1624	5	15298.98	4333507.7	2001
2001_1625	5	9479.89	2284009.17	2001
2001_1626	5	10536.31	2496311.42	2001
2001_1627	5	13400.07	3656755.42	2001
2001_1628	5	18984.95	8168072.89	2001
2001_1629	5	11351.79	3401298.12	2001
2001_1630	5	12482.46	4795726.03	2001
2001_1631	5	8471.42	2736249.35	2001
2001_1632	5	82881.31	53260228.82	2001
2001_1633	5	38366	17361333.62	2001
2001_1634	5	13404.38	4573837.61	2001
2001_1635	5	9485.03	2972547.62	2001
2001_1636	5	23812.22	17850965.31	2001
2001_1637	5	69759.24	47564549.64	2001
2001_1638	5	11476.5	2738016.54	2001
2001_1639	5	67947.9	28356998.08	2001
2001_1640	5	10478.29	4109112.61	2001
2001_1641	5	8570.84	2514518.43	2001
2001_1642	5	10351.78	3626848.56	2001
2001_1643	5	11528.28	3173272.21	2001
2001_1644	5	14259.59	4990583.03	2001
2001_1645	5	10384.77	2737262.53	2001
2001_1646	5	14390.4	3194409.06	2001
2001_1647	5	202579.86	198062863.4	2001
2001_1648	5	27719.02	13032872.14	2001
2001_1649	5	64006.07	37721234.66	2001
2001_1650	5	12487.21	6169943.53	2001
2001_1651	5	77158.53	43458181.42	2001
2001_1652	5	123690.13	50717184.16	2001
2001_1653	5	11561.62	2735726.77	2001
2001_1654	5	13309.57	5026960.32	2001
2001_1655	5	13406.45	5489932.15	2001
2001_1656	5	23691.66	6848422.41	2001
2001_1657	5	9386.89	2511126.95	2001
2001_1658	5	9664.83	2973204.05	2001
2001_1659	5	7624.99	2719210.11	2001
2001_1660	5	15307.58	5708119.22	2001
2001_1661	5	13287.22	5465930.34	2001
2001_1662	5	34178.95	22841625.79	2001
2001_1663	5	8554.52	2277423.93	2001
2001_1664	5	12305.5	4797165.95	2001
2001_1665	5	141774.03	77617711.58	2001
2001_1666	5	11483.51	2969702.93	2001
2001_1667	5	8561.82	2509398.1	2001
2001_1668	5	11495.75	5952022.26	2001
2001_1669	5	14116.91	3877033.99	2001
2001_1670	5	17234.12	8460839.6	2001
2001_1671	5	8663.02	3430724.81	2001
2001_1672	5	7745.77	2284034.29	2001
2001_1673	5	27624.96	12343311.34	2001
2001_1674	5	17967.8	7777086.27	2001
2001_1675	5	11489.4	2972601.23	2001
2001_1676	5	9459	2729863.34	2001
2001_1677	5	26012.51	12829987.81	2001
2001_1678	5	9460.02	2503046.06	2001
2001_1679	5	85489.55	86295855.92	2001
2001_1680	5	31470.61	16835276.28	2001
2001_1681	5	27533.65	13486608.23	2001
2001_1682	5	18014.31	4552986.67	2001
2001_1683	5	39019.4	20019849.07	2001
2001_1684	5	33453.66	16223739.15	2001
2001_1685	5	13190.08	4096802.23	2001
2001_1686	5	52613.62	21492382.67	2001
2001_1687	5	10577.61	3658445.04	2001
2001_1688	5	12277.68	4094894.92	2001
2001_1689	5	8560.56	2508975.52	2001
2001_1690	5	22863.13	12093469.01	2001
2001_1691	5	11460.19	4094644.61	2001
2001_1692	5	8558.02	2279580.25	2001
2001_1693	5	12409.34	4808210.85	2001
2001_1694	5	17947.88	5424250.18	2001
2001_1695	5	9518.68	3163646.25	2001
2001_1696	5	231759.48	198177167.9	2001
2001_1697	5	19849.9	8813259.44	2001
2001_1698	5	21897.15	13278966.81	2001
2001_1699	5	15320.73	4518007.02	2001
2001_1700	5	8659.33	3426336.86	2001
2001_1701	5	17237.97	5947479.05	2001
2001_1702	5	11291.46	2509655.7	2001
2001_1703	5	18154	11443161.3	2001
2001_1704	5	7518.97	2258257.74	2001
2001_1705	5	10485.54	2972373.5	2001
2001_1706	5	22744.92	9937298	2001
2001_1707	5	112515.41	107234782.7	2001
2001_1708	5	9664.86	4341459.47	2001
2001_1709	5	31088.62	25540854.92	2001
2001_1710	5	7614.79	2711372.71	2001
2001_1711	5	18234.57	8913204.62	2001
2001_1712	5	39949.4	29289370.28	2001
2001_1713	5	14231.13	6326995.25	2001
2001_1714	5	25059.31	11412187.65	2001
2001_1715	5	16203.15	5241113.06	2001
2001_1716	5	15508.99	5718005.32	2001
2001_1717	5	18035.91	6325051.43	2001
2001_1718	5	29446.25	27891508.04	2001
2001_1719	5	13287.59	4557030.26	2001
2001_1720	5	20744.55	9031824.15	2001
2001_1721	5	7612.29	2257943.98	2001
2001_1722	5	18921.65	9469143.57	2001
2001_1723	5	12598.95	3381652.08	2001
2001_1724	5	11413.7	3609589.07	2001
2001_1725	5	13219.03	4962170.97	2001
2001_1726	5	9466.34	2507907.5	2001
2001_1727	5	7554.22	2508090.8	2001
2001_1728	5	8557.06	2963459.27	2001
2001_1729	5	11332.14	3392551.73	2001
2001_1730	5	11465.11	3642138.48	2001
2001_1731	5	36839.79	19360331.43	2001
2001_1732	5	32187.23	17063532.87	2001
2001_1733	5	45785.88	24835732.43	2001
2001_1734	5	19047.88	9952012.07	2001
2001_1735	5	8649.34	2277427.06	2001
2001_1736	5	17093.3	5396414.47	2001
2001_1737	5	30611.05	7708592.4	2001
2001_1738	5	75768.97	42263722.52	2001
2001_1739	5	11203.03	4050616.44	2001
2001_1740	5	21592.55	9216834.97	2001
2001_1741	5	13797.74	4721226.52	2001
2001_1742	5	9348.15	2726063.38	2001
2001_1743	5	11455.37	2726581.75	2001
2001_1744	5	30451.26	14770641.07	2001
2001_1745	5	33979.67	20450534.71	2001
2001_1746	5	8538.94	2270527.93	2001
2001_1747	5	19989.52	12486574.87	2001
2001_1748	5	11297.76	3149092.02	2001
2001_1749	5	19331.29	7607541.54	2001
2001_1750	5	18951.47	6490458.94	2001
2001_1751	5	15465.69	5591412.99	2001
2001_1752	5	14246.79	6341739.71	2001
2001_1753	5	8526.86	2491148.76	2001
2001_1754	5	12337.72	4528060.25	2001
2001_1755	5	7518.15	2488978.25	2001
2001_1756	5	17048.43	9279580.1	2001
2001_1757	5	9526.47	2488093.61	2001
2001_1758	5	40691.56	17861785.62	2001
2001_1759	5	35878.01	17185133.66	2001
2001_1760	5	10250.78	4019752.32	2001
2001_1761	5	10233.42	5342618.11	2001
2001_1762	5	10590.34	2686563.62	2001
2001_1763	5	12239.68	4234208.78	2001
2001_1764	5	9463.02	2677259.33	2001
2001_1765	5	12354.75	4459788.34	2001
2001_1766	5	8565.7	3340756.4	2001
2001_1767	5	21805.2	12920198.3	2001
2001_1768	5	140048.33	90411901.81	2001
2001_1769	5	20792.96	8900728.75	2001
2001_1770	6	6683.44	2071768.81	2001
2001_1771	6	13113.08	3217838.12	2001
2001_1772	6	28578.65	11456334.98	2001
2001_1773	6	14328.37	4809410.63	2001
2001_1774	6	5749.23	2061382.66	2001
2001_1775	6	1916.07	228952.09	2001
2001_1776	6	7668.4	2291993.6	2001
2001_1777	6	8578.98	3664881.77	2001
2001_1778	6	6749.92	1830391.05	2001
2001_1779	6	8571.25	2286450.74	2001
2001_1780	6	12498.95	6179896.42	2001
2001_1781	6	14237.24	9162869	2001
2001_1782	6	3924.34	686767.91	2001
2001_1783	6	11495.62	3662278.32	2001
2001_1784	6	15417.87	5949909.71	2001
2001_1785	6	7569.76	2516910.35	2001
2001_1786	6	8658.87	3197611.66	2001
2001_1787	6	22894.06	10296063.1	2001
2001_1788	6	15046.78	8237866.62	2001
2001_1789	6	26612.54	14164815.95	2001
2001_1790	6	5840.15	1372683.94	2001
2001_1791	6	6657.79	1830383.67	2001
2001_1792	6	3827.83	685170.82	2001
2001_1793	6	15223.61	8914454.62	2001
2001_1794	6	1914.24	228465.67	2001
2001_1795	6	13398.54	6167507.56	2001
2001_1796	6	8374.23	2738843.06	2001
2001_1797	6	9317.32	2706391.92	2001
2001_1798	6	18215.29	5412949.82	2001
2001_1799	6	23544.42	10012128.35	2001
2001_1800	6	8559.6	4106015.51	2001
2001_1801	6	15282.44	7051947.64	2001
2001_1802	6	26662.32	20042047.56	2001
2001_1803	6	18205.07	7513304.27	2001
2001_1804	6	9652.64	4096298.85	2001
2001_1805	6	1909.17	227191.29	2001
2001_1806	6	1909.11	227177.92	2001
2001_1807	6	13433.04	5427540.37	2001
2001_1808	6	1908.59	227049.22	2001
2001_1809	6	5727.89	1817682.74	2001
2001_1810	6	16272.9	5448763.71	2001
2001_1811	6	17273.9	6127022.97	2001
2001_1812	6	18186.2	7495547.01	2001
2001_1813	6	20896.74	14761894.11	2001
2001_1814	6	42130.56	22425633.85	2001
2001_1815	6	19866.71	8609171.85	2001
2001_1816	6	14548.83	4979770.71	2001
2001_1817	6	4721.7	1362841.3	2001
2001_1818	6	17862.59	9747553.47	2001
2001_1819	6	54264.08	27840033.66	2001
2001_1820	6	13239.05	5207063.14	2001
2001_1821	6	30904.52	11091370.33	2001
2001_1822	6	6621.51	1812201.63	2001
2001_1823	6	15360.39	6573306.93	2001
2001_1824	6	22556.92	8146116.83	2001
2001_1825	6	15742.25	4531109.32	2001
2001_1826	6	7626.75	2265429.45	2001
2001_1827	6	12650.17	3622800.08	2001
2001_1828	6	11335.35	5209841.31	2001
2001_1829	6	10330.81	3624891.73	2001
2001_1830	6	18057.52	6566770.49	2001
2001_1831	6	22567.36	9515093.46	2001
2001_1832	6	10640.32	3621896.9	2001
2001_1833	6	8638.93	2949336.57	2001
2001_1834	6	15033.88	6561289.38	2001
2001_1835	6	7517.64	2715780.82	2001
2001_1836	6	18843.5	7466011.65	2001
2001_1837	6	15921.18	4971432.39	2001
2001_1838	6	13221.29	2936317.62	2001
2001_1839	6	15123.96	5419907.37	2001
2001_1840	7	2921.21	460715.6	2001
2001_1841	7	2843.06	460734.6	2001
2001_1842	7	1920.49	230133.59	2001
2001_1843	7	4764.15	921338.6	2001
2001_1844	7	10446.43	4373780.8	2001
2001_1845	7	40340.7	16578325.21	2001
2001_1846	7	16447.92	7139565.54	2001
2001_1847	7	18127.01	6674376.04	2001
2001_1848	7	37561.46	26456776.85	2001
2001_1849	7	14517.65	5059285.71	2001
2001_1850	7	54832.08	37250447.96	2001
2001_1851	7	5841.32	1841276.05	2001
2001_1852	7	74897.82	41190999.03	2001
2001_1853	7	24868.58	8502071.39	2001
2001_1854	7	48757.68	36796590.34	2001
2001_1855	7	16280.35	5750192.33	2001
2001_1856	7	6683.16	1841681.91	2001
2001_1857	7	18274.29	10803421.64	2001
2001_1858	7	4762.06	1381152.32	2001
2001_1859	7	4841.34	1380813.83	2001
2001_1860	7	10679.02	2989505.2	2001
2001_1861	7	4761.9	1150900.72	2001
2001_1862	7	4839.55	1379651.37	2001
2001_1863	7	10597.62	4827585.86	2001
2001_1864	7	70607.74	58896566.62	2001
2001_1865	7	10352.86	2986808.05	2001
2001_1866	7	25224.03	8273758.24	2001
2001_1867	7	19114.76	9425253.99	2001
2001_1868	7	10356.88	3679220.03	2001
2001_1869	7	32376.57	12862950.77	2001
2001_1870	7	11434.99	4826380.77	2001
2001_1871	7	19264.98	14235760.88	2001
2001_1872	7	15521.56	4139548.51	2001
2001_1873	7	1919.93	229972.15	2001
2001_1874	7	8677.92	2988010.27	2001
2001_1875	7	31546.49	20453899.24	2001
2001_1876	7	45137.32	26880185.31	2001
2001_1877	7	11514.68	2986932.5	2001
2001_1878	7	8842.14	2528393.67	2001
2001_1879	7	28032.38	20679023.4	2001
2001_1880	7	26770.17	20425401.37	2001
2001_1881	7	3838.79	919322.23	2001
2001_1882	7	3839.69	919743.15	2001
2001_1883	7	4839.35	919102.61	2001
2001_1884	7	37374.07	17914647.87	2001
2001_1885	7	38292.32	16995837.43	2001
2001_1886	7	2836.51	459347.44	2001
2001_1887	7	14514.66	4821950.75	2001
2001_1888	7	16260.79	7572473.9	2001
2001_1889	7	6756.18	2066114.16	2001
2001_1890	7	25927.01	12384063.73	2001
2001_1891	7	17237.84	7093962.83	2001
2001_1892	7	13342.67	5049041.52	2001
2001_1893	7	12424.58	4130344.27	2001
2001_1894	7	1918.07	229494.01	2001
2001_1895	7	8673.2	2753750.87	2001
2001_1896	7	1918.03	229481.89	2001
2001_1897	7	1918.23	229530.72	2001
2001_1898	7	3835.03	917429.86	2001
2001_1899	7	16843.94	8265754.83	2001
2001_1900	7	9582.78	3207807.97	2001
2001_1901	7	2917.97	458480.36	2001
2001_1902	7	15345.1	8721245.6	2001
2001_1903	7	1917.84	229431.55	2001
2001_1904	7	12401.04	5257819.53	2001
2001_1905	7	18093.01	11473173.08	2001
2001_1906	7	13252.21	4128628.5	2001
2001_1907	7	16913.7	9859961.51	2001
2001_1908	7	1918.52	229587.82	2001
2001_1909	7	2920.54	459158.8	2001
2001_1910	7	13404.14	6403847.66	2001
2001_1911	7	3832.36	687056.2	2001
